date;bing.com;chat.openai.com;classroom.google.com;colab.research.google.com;docs.google.com;drive.google.com;es.symbolab.com;freelancer.com.co;github.com;google.com;hbomax.com;instagram.com;kaggle.com;linkedin.com;mail.google.com;meet.google.com;netflix.com;overleaf.com;photos.google.com;portals.wetransfer.com;primevideo.com;rutan-medellin.udemy.com;stackoverflow.com;udea.edu.co;upwork.com;whatsapp.com;wolframalpha.com;youtube.com;total_usage
2023-09-28;6.65;1.77;0.0;24.05;0.0;24.05;0.0;0.0;1.6;0.08;0.0;4.07;0.0;0.0;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42;0.0;9.33;0.0;144.33;216.78000000000003
2023-09-29;6.83;15.53;5.2;17.9;0.23;2.73;0.0;0.0;5.87;0.18;16.07;3.28;0.0;0.0;0.48;0.0;0.0;0.0;5.72;0.0;0.0;0.0;0.23;1.08;0.0;7.18;0.0;86.53;175.04
2023-10-01;3.55;6.85;0.0;0.0;0.0;2.2;0.0;0.0;1.65;0.1;7.75;10.18;0.0;0.0;8.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.3;0.0;18.9;1.82;193.25;259.12
2023-10-02;4.43;9.62;0.0;0.0;0.0;0.0;7.02;0.0;0.0;0.12;24.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.97;0.0;19.77;69.13000000000001
2023-10-03;2.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.87;0.0;0.0;0.0;81.47;92.67
2023-10-04;1.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;1.28;0.0;2.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.72;0.0;66.67;73.75
2023-10-05;0.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;10.95;0.0;87.08;106.94999999999999
2023-10-07;3.5;9.05;0.0;0.0;0.0;2.77;0.0;0.0;2.73;0.2;66.2;0.0;0.48;2.05;0.0;0.0;0.0;82.03;0.0;0.0;0.0;0.0;0.0;0.58;0.0;4.83;0.0;217.98;392.4
2023-10-08;8.57;23.8;0.0;0.0;0.0;25.37;0.0;0.0;0.88;0.28;72.63;6.3;0.0;12.2;0.0;0.0;0.0;91.78;0.0;0.0;0.0;0.0;0.0;2.87;0.0;21.23;0.0;260.22;526.1300000000001
2023-10-09;4.93;10.88;0.0;0.0;0.0;360.77;34.58;0.0;0.0;0.0;93.92;24.45;0.0;0.0;2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.73;9.75;302.13;849.54
2023-10-10;0.0;0.0;0.0;0.0;0.0;5.42;0.0;0.0;0.0;0.0;29.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.17;110.41
2023-10-11;0.17;4.97;0.0;0.0;0.0;6.62;10.3;0.0;0.0;0.0;0.0;8.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.23;0.0;98.75;132.01
2023-10-12;8.32;8.53;0.0;0.0;0.0;13.18;8.17;0.0;0.0;4.68;43.15;8.62;0.0;0.0;0.32;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;3.3;0.0;3.08;0.0;186.83;288.98
2023-10-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15;0.0;21.62;2.6;0.0;0.0;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.12;7.07;59.0;93.99000000000001
2023-10-14;7.37;3.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.85;0.0;0.0;1.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.05;0.0;2.2;0.0;59.98;79.0
2023-10-15;11.37;7.68;0.0;0.0;0.0;0.0;20.82;0.0;1.0;2.08;96.82;13.82;0.0;0.38;5.13;0.0;0.0;0.0;10.18;0.0;0.0;0.0;0.0;2.68;0.0;36.48;11.25;307.88;527.5699999999999
2023-10-16;2.33;0.0;0.37;0.0;0.23;0.0;4.7;0.0;0.0;0.0;123.53;1.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08;0.0;45.85;178.86
2023-10-18;0.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.88;5.33
2023-10-19;11.88;2.38;0.7;1.3;0.0;0.1;0.0;0.0;0.0;3.78;17.65;2.32;0.0;0.0;1.45;0.0;0.05;0.0;0.0;0.0;0.0;0.0;0.0;5.37;0.0;11.98;10.72;263.27;332.95
2023-10-20;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.9;0.0;0.0;0.0;0.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.0;0.0;0.0;38.17;73.45
2023-10-21;8.82;3.17;0.0;0.0;0.0;0.0;0.0;0.0;0.55;0.0;21.27;11.92;0.0;0.0;3.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.97;0.0;15.32;0.0;282.97;353.44000000000005
2023-10-22;8.4;6.13;0.0;0.0;0.0;0.77;0.0;0.0;0.0;10.97;72.87;16.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.27;0.0;72.05;198.98000000000002
2023-10-23;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.67;0.0;83.93;111.32000000000001
2023-10-25;13.7;0.0;0.0;0.0;0.0;3.88;0.0;0.0;0.0;1.87;0.0;23.72;0.0;0.58;9.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;15.57;0.0;131.43;200.45000000000002
2023-10-26;11.1;10.02;3.3;0.0;0.0;15.17;0.95;0.0;2.87;3.8;101.83;17.67;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.03;0.0;26.37;6.1;230.87;434.28
2023-10-27;6.43;3.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37;0.0;24.43;0.0;0.0;1.95;0.0;0.0;0.0;0.23;0.0;0.0;0.0;0.0;0.42;0.0;22.02;15.48;79.52;154.82999999999998
2023-10-28;0.18;1.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35;22.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;1.43;12.8;32.17;71.08
2023-10-29;7.93;20.03;0.0;0.0;0.0;0.0;7.83;0.0;0.0;0.0;0.0;21.65;0.0;0.0;7.47;100.43;0.0;0.0;7.3;0.0;0.0;0.0;1.15;0.0;0.0;31.22;3.72;89.52;298.25
2023-10-30;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.08;0.0;0.0;0.0;0.0;0.0;0.0;2.58;0.0;0.0;0.0;0.0;0.0;0.0;0.68;0.0;0.2;9.739999999999998
2023-10-31;3.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7;0.0;17.62;0.0;0.0;2.53;0.0;0.0;0.0;45.02;0.0;0.0;0.0;0.0;0.08;0.0;13.35;0.0;78.15;161.5
2023-11-01;2.9;0.52;0.0;0.0;0.0;1.2;1.93;0.0;0.0;0.03;0.0;21.68;0.0;0.23;2.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3;0.0;21.78;0.0;33.02;88.21000000000001
2023-11-02;3.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32;0.0;3.08;0.0;73.93;80.45
2023-11-03;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.0;0.0;0.0;48.07;50.75
2023-11-04;0.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.35;0.0;5.57;0.0;0.0;0.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.88;1.2;1.73;0.0;125.62;140.45
2023-11-05;5.35;8.12;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28;0.0;0.0;0.0;0.07;0.0;22.62;0.0;0.0;1.07;0.0;10.38;0.0;67.8;115.74000000000001
2023-11-06;5.37;13.55;5.22;0.0;0.0;0.37;0.0;0.0;0.0;0.0;0.0;35.9;0.0;0.0;1.48;0.0;0.0;0.0;0.0;0.0;16.67;0.0;0.0;5.47;0.0;55.72;0.0;215.98;355.73
2023-11-07;0.22;0.0;0.0;0.0;0.0;0.18;0.0;0.0;0.0;0.3;0.0;37.83;0.0;0.0;2.0;0.0;0.0;0.0;0.17;0.0;0.0;0.0;0.0;1.0;0.0;13.25;0.0;55.45;110.4
2023-11-08;0.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.98;0.0;10.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.8;0.0;0.0;5.43;0.0;5.42;0.0;13.72;52.75
2023-11-09;3.8;2.03;0.0;0.0;0.0;0.03;0.0;0.0;0.0;0.2;0.0;18.9;0.0;0.0;0.0;0.0;0.0;0.0;2.18;0.0;15.95;0.0;0.0;0.4;0.0;12.28;0.0;108.5;164.27
2023-11-10;2.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.08;0.0;11.58;0.0;0.0;2.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.85;0.0;29.73;0.0;164.87;214.01
2023-11-11;2.47;5.02;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.35;26.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.25;0.0;0.0;1.33;0.0;0.53;0.0;36.25;130.53
2023-11-12;3.03;0.42;0.0;0.0;0.0;0.53;0.0;0.0;0.0;0.25;0.0;23.23;0.0;0.0;1.28;0.0;0.0;0.0;0.0;0.0;34.77;0.0;0.0;4.17;0.0;8.62;1.43;197.52;275.25
2023-11-13;7.1;32.2;0.0;0.0;0.0;4.18;3.35;0.0;0.0;0.07;0.0;39.57;0.0;0.0;4.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32;0.0;27.83;99.8;65.13;284.25
2023-11-14;11.65;12.35;0.0;0.0;0.0;0.6;2.05;0.0;0.07;0.0;0.0;7.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27;0.0;15.9;1.82;22.37;74.23
2023-11-15;0.0;4.3;0.0;0.0;0.0;0.0;5.75;0.0;0.0;0.0;0.0;2.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.45;0.0;9.67;2.75;26.5;52.0
2023-11-16;4.92;18.27;0.0;0.0;0.0;2.5;0.0;0.0;0.0;1.85;0.0;0.92;0.0;0.0;14.7;0.0;0.0;0.0;0.0;0.0;2.67;0.0;0.0;0.07;0.0;5.9;0.0;0.58;52.379999999999995
2023-11-17;6.88;29.63;0.0;4.15;0.0;1.12;0.0;0.0;0.0;1.23;0.0;21.2;0.0;0.0;0.48;0.0;0.0;0.0;2.12;0.0;0.0;0.0;0.0;9.53;0.0;24.52;0.0;121.92;222.78
2023-11-18;2.95;2.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.9;0.0;0.0;3.55;0.0;0.0;0.0;0.0;0.0;5.75;0.0;0.0;3.32;0.0;8.37;15.87;274.52;349.67999999999995
2023-11-19;12.63;7.5;0.0;0.0;0.0;5.22;0.0;0.0;1.5;5.87;0.0;21.48;0.0;0.0;118.53;0.0;0.0;0.0;0.0;0.0;26.95;0.0;0.53;2.88;0.0;9.32;198.67;45.17;456.25
2023-11-20;41.9;1.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.97;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.0;9.77;136.13;47.88;238.60999999999999
2023-11-21;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.7;0.0;0.0;9.95
2023-11-22;0.43;1.77;0.0;0.0;0.18;0.0;0.0;0.0;0.0;0.0;0.0;21.37;0.0;0.0;3.27;0.0;0.0;3.5;0.0;0.0;0.0;0.0;0.0;5.6;0.0;43.1;0.0;0.25;79.47
2023-11-23;1.93;27.28;0.58;0.0;0.27;3.35;0.0;0.0;0.0;0.0;0.0;34.88;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;59.38;0.0;0.62;2.22;0.0;5.5;0.0;97.5;234.31
2023-11-24;4.62;53.0;5.43;1.0;36.7;7.87;0.0;0.0;0.42;0.0;0.0;24.42;0.0;0.0;2.47;0.0;0.0;0.13;0.0;0.0;23.52;0.0;0.57;3.42;0.0;109.75;0.0;6.17;279.49
2023-11-25;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.05;0.0;11.98;0.0;0.0;1.87;0.0;0.0;5.45;0.0;0.0;0.02;0.0;0.0;2.43;0.0;45.8;6.47;103.4;179.26999999999998
2023-11-26;4.6;18.33;0.0;0.0;0.0;0.0;17.18;0.0;0.0;1.95;0.0;35.97;0.0;0.0;1.17;103.38;0.0;15.22;0.0;0.0;32.7;0.0;0.0;1.9;0.0;80.78;39.85;101.27;454.3
2023-11-27;0.67;4.37;0.0;0.0;0.0;0.0;7.98;0.0;0.0;5.47;0.0;13.9;0.0;0.0;0.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.85;27.13;161.13;278.13
2023-11-28;5.68;36.45;0.0;0.0;0.0;5.5;0.0;0.0;0.0;0.12;0.0;42.53;0.0;0.0;0.0;0.0;0.0;0.0;9.38;0.0;0.0;0.0;0.0;3.97;0.0;20.62;26.92;276.18;427.35
2023-11-29;2.33;5.0;0.0;0.0;0.95;0.0;4.68;0.0;0.0;0.0;0.0;19.13;0.0;0.0;6.17;0.0;0.0;0.0;0.0;0.0;52.33;0.0;0.0;3.6;0.0;37.33;10.35;71.25;213.11999999999998
2023-11-30;1.98;7.07;0.0;0.0;0.0;0.0;3.48;0.0;0.0;0.07;0.0;5.12;0.0;0.0;2.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18;1.67;0.0;59.65;34.7;186.73;302.95
2023-12-01;5.12;7.57;0.0;0.0;0.0;0.0;0.0;0.0;5.75;0.35;0.0;18.73;0.02;3.37;0.6;0.0;0.0;0.0;0.0;0.0;28.78;0.0;0.0;2.62;22.23;9.32;0.0;240.83;345.29
2023-12-02;2.65;0.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.98;0.0;40.23;0.0;0.0;5.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.02;0.0;16.08;0.0;81.6;149.56
2023-12-03;1.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.75;0.0;0.0;0.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;23.07;29.23
2023-12-04;3.35;6.47;0.0;0.0;0.0;0.0;0.0;0.0;0.08;0.12;0.0;21.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.25;0.0;0.0;0.0;52.65;6.47;0.0;72.88;178.62
2023-12-05;0.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;93.32;95.66
2023-12-06;1.08;4.48;0.0;0.0;0.0;1.07;0.0;0.0;0.0;0.18;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;129.12;0.0;0.0;3.45;44.08;13.63;0.0;123.15;320.49
2023-12-07;0.73;0.0;0.0;0.0;0.0;0.0;0.0;42.13;0.0;0.08;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.52;3.8;0.0;0.0;61.66
2023-12-08;2.9;4.38;0.0;0.0;0.0;0.0;0.0;19.82;0.0;0.22;0.0;24.38;0.0;0.0;1.25;0.0;0.0;0.0;0.0;0.0;52.47;0.0;0.0;1.68;33.35;5.3;0.0;116.63;262.38
2023-12-09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.92;27.150000000000002
2023-12-10;1.68;6.38;0.0;0.0;0.0;0.0;0.0;26.17;0.0;1.6;0.0;26.4;0.0;0.0;0.0;0.0;0.0;0.0;2.27;0.0;176.75;0.0;0.0;0.0;13.87;1.53;0.0;157.45;414.09999999999997
2023-12-11;2.97;2.57;0.0;0.0;0.12;0.0;0.0;19.12;0.27;0.12;0.0;40.02;0.0;0.0;2.02;0.0;0.0;0.0;0.0;0.0;66.15;0.0;0.0;0.82;7.15;4.98;0.0;196.97;343.28
2023-12-12;6.12;9.52;0.0;0.0;0.0;0.0;0.0;69.97;0.0;0.12;0.0;27.0;8.37;16.25;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.17;9.17;0.0;166.55;323.94
2023-12-13;1.38;3.07;0.0;0.0;0.0;0.0;0.0;30.22;0.0;1.18;0.0;28.75;0.0;0.0;0.32;0.0;85.72;0.0;0.0;0.0;106.93;0.0;0.0;0.0;0.87;3.77;0.0;52.33;314.53999999999996
2023-12-14;5.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.48;0.0;1.63;0.0;0.0;0.58;0.0;0.0;0.0;0.0;0.0;43.83;0.0;0.0;4.05;0.0;8.58;0.0;0.0;68.55
2023-12-15;4.37;8.73;0.0;0.0;0.0;0.0;0.0;55.58;0.0;0.27;0.0;8.27;0.0;3.4;2.75;0.0;0.0;0.0;0.0;0.0;46.03;0.0;0.0;7.95;2.82;38.3;0.0;92.25;270.71999999999997
2023-12-16;0.65;5.3;0.0;0.0;0.0;0.0;0.0;58.02;0.0;0.08;0.0;0.9;0.0;0.0;0.28;0.0;0.0;0.0;0.0;0.0;33.5;0.0;0.0;0.0;1.65;0.0;0.0;120.63;221.01000000000002
2023-12-17;3.43;26.03;0.0;0.0;4.93;0.0;0.0;46.77;3.07;0.38;0.0;14.93;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;58.65;0.0;11.1;0.0;0.85;0.47;0.0;227.0;397.80999999999995
2023-12-18;4.97;6.98;0.0;0.0;0.0;0.0;0.0;50.65;0.6;0.08;0.0;10.43;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;85.7;0.0;0.0;0.0;1.18;6.55;0.0;197.12;365.46000000000004
2023-12-19;0.25;0.97;0.0;0.0;0.0;0.0;0.0;12.07;0.0;0.07;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;24.6;39.46
2023-12-20;2.33;4.22;0.0;0.0;0.0;0.05;0.0;26.55;0.0;2.98;0.0;14.93;0.0;1.87;1.87;0.0;27.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.22;10.67;0.0;358.2;453.14
2023-12-21;2.27;1.07;0.0;0.0;0.0;6.97;0.0;11.42;0.0;3.98;0.0;22.93;0.0;0.0;0.27;0.0;0.0;0.0;0.0;0.0;1.83;0.0;0.0;0.0;0.97;3.2;0.0;137.05;191.96
2023-12-22;2.02;3.23;0.0;0.0;0.0;0.0;0.0;4.33;0.0;1.02;0.0;14.33;0.0;0.0;0.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.95;3.07;0.0;169.87;219.05
2023-12-23;4.37;2.38;0.0;0.0;0.0;0.0;0.0;8.6;0.0;0.13;0.0;21.13;0.0;0.0;0.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.45;12.28;0.0;95.62;145.75
2023-12-24;2.9;2.77;0.0;0.0;0.0;0.0;0.0;25.93;0.0;0.75;0.0;2.57;0.0;0.0;0.28;0.0;216.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.67;0.92;0.0;84.43;346.82000000000005
2023-12-25;0.12;0.57;0.0;0.0;0.0;0.0;0.0;20.1;0.37;0.12;0.0;1.9;0.0;0.0;0.0;0.0;36.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.72;1.82;0.0;33.25;99.22
2023-12-26;0.92;0.52;0.0;0.0;0.0;0.0;0.0;3.6;0.0;0.33;0.0;8.72;0.0;0.0;0.0;0.0;178.12;0.0;0.0;0.0;0.0;0.0;0.0;3.9;1.03;0.18;0.0;51.9;249.22000000000003
2023-12-27;3.4;14.75;0.0;0.0;0.0;0.0;0.0;47.97;0.0;1.6;0.0;22.0;11.52;0.58;0.0;0.0;95.73;0.0;0.0;0.0;0.0;0.0;0.0;0.02;1.12;16.62;0.0;46.7;262.01000000000005
2023-12-28;0.22;0.0;0.0;0.0;0.0;0.0;0.0;2.25;0.0;0.07;0.0;7.08;0.0;0.0;0.22;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.27;10.77;0.0;96.65;134.53
2023-12-31;2.63;0.0;0.0;0.0;0.0;11.58;0.0;0.0;0.0;1.57;0.0;9.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.27;0.0;121.87;159.24
2024-01-01;0.65;0.0;0.0;0.0;0.0;0.0;0.0;0.55;0.0;1.12;0.0;10.27;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.27;46.11
2024-01-02;2.7;0.58;0.0;0.0;0.0;0.0;0.0;2.87;0.0;0.0;0.0;12.63;0.0;0.58;5.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.25;0.0;1.18;0.0;157.1;185.26
2024-01-03;2.3;0.0;0.0;0.0;1.48;0.47;0.0;0.0;0.0;2.7;0.0;10.07;0.0;0.28;1.4;0.0;3.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.97;0.0;258.97;289.92
2024-01-04;1.87;3.45;0.0;0.0;0.0;0.0;0.0;5.65;0.33;2.93;0.0;24.57;0.0;8.53;0.2;0.0;94.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.08;0.5;0.0;49.4;192.83
2024-01-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;1.05;0.0;95.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.88;0.38;20.27;126.40999999999998
